ticker  name    index   price   market_cap
MAB1	Mortgage Advice Bureau Holdings Ltd	FTSE AIM	728.00	415.9
XPP	XP Power Ltd	FTSE Small Cap	2,105.00	415.6
JEGI	JPMorgan European Growth & Income	FTSE Small Cap	95.80	414.1
MIDW	Midwich Group	FTSE AIM	454.00	414.0
ITM	ITM Power	FTSE AIM	67.04	413.1
GSEO	VH Global Sustainable Energy Opportunities	FTSE Small Cap	97.60	412.4
CHRY	Chrysalis Investment Ltd	FTSE Small Cap	69.10	411.2
KMR	Kenmare Resources	FTSE Small Cap	430.00	407.8
FORT	Forterra	FTSE Small Cap	191.40	407.3
IHR	Impact Healthcare REIT	FTSE Small Cap	98.20	406.9
PCGH	Polar Capital Global Healthcare Trust	FTSE Small Cap	333.50	404.4
SRC	SigmaRoc	FTSE AIM	58.20	403.8
TRMR	Tremor International Ltd	FTSE AIM	280.00	399.9
PTAL	PetroTal Corp	FTSE AIM	43.75	399.2
GNC	Greencore Group	FTSE Small Cap	79.05	396.4
HWG	Harworth Group	FTSE Small Cap	122.50	395.8
HFEL	Henderson Far East Income Ltd	FTSE Small Cap	246.50	391.6
AAS	Abrdn Asia Focus	FTSE Small Cap	249.00	390.7
JCH	JPMorgan Claverhouse Investment Trust	FTSE Small Cap	654.00	390.3
CREI	Custodian Reit	FTSE Small Cap	87.70	386.6
AUSC	Abrdn UK Smaller Companies Growth Trust	FTSE Small Cap	428.00	385.4
JEMI	JPMorgan Global Emerging Markets Income Trust	FTSE Small Cap	128.50	381.2
GGP	Greatland Gold	FTSE AIM	7.50	380.1
HTG	Hunting	FTSE 250	228.50	376.9
CER	Cerillion	FTSE AIM	1,275.00	376.3
NAIT	North American Income Trust	FTSE Small Cap	268.00	375.8
HOC	Hochschild Mining	FTSE Small Cap	72.75	373.8
AO.	AO World	FTSE Small Cap	63.85	368.4
PFC	Petrofac Ltd	FTSE Small Cap	70.50	368.0
NUM	Numis Corporation	FTSE AIM	334.00	367.4
SBRE	Sabre Insurance Group	FTSE Small Cap	146.60	366.5
FAS	Fidelity Asian Values	FTSE Small Cap	510.00	366.3
TLW	Tullow Oil	FTSE 250	25.14	362.3
HZM	Horizonte Minerals	FTSE AIM	134.00	360.2
INDI	Indus Gas Ltd		195.00	356.8
KIE	Kier Group	FTSE Small Cap	79.90	356.6
ASC	ASOS	FTSE 250	356.00	356.1
NICL	Nichols	FTSE AIM	975.00	355.6
LSC	London Security	FTSE AIM	2,900.00	355.5
CGEO	Georgia Capital		825.00	354.5
RCDO	Ricardo	FTSE Small Cap	566.00	352.2
AAIF	Abrdn Asian Income Fund Ltd	FTSE Small Cap	207.50	351.6
RTN	Restaurant Group	FTSE Small Cap	45.95	351.5
SWEF	Starwood European Real Estate Finance Ltd	FTSE Small Cap	88.40	349.7
FRAN	Franchise Brands	FTSE AIM	179.00	346.9
CAML	Central Asia Metals	FTSE AIM	190.40	345.8
CTPE	Ct Private Equity Trust	FTSE Small Cap	473.00	344.6
XPS	XPS Pensions Group	FTSE Small Cap	165.50	343.3
SAVE	Savannah Energy	FTSE AIM	26.25	342.9
MXCT	Maxcyte Inc	FTSE AIM	332.50	342.6
RST	Restore	FTSE AIM	250.00	342.3
HINT	Henderson International Income Trust	FTSE Small Cap	174.50	342.0
TRST	Trustpilot Group	FTSE Small Cap	82.10	341.8
EGY	VAALCO Energy Inc		315.00	340.0
GDWN	Goodwin		4,400.00	338.3
BMY	Bloomsbury Publishing	FTSE Small Cap	410.50	335.0
AEP	Anglo-Eastern Plantations	FTSE Small Cap	845.00	334.9
BGEU	Baillie Gifford European Growth Trust	FTSE Small Cap	92.95	333.4
APH	Alliance Pharma	FTSE AIM	61.60	332.7
JAGI	JPMorgan Asia Growth & Income	FTSE Small Cap	350.50	330.9
HEFT	Henderson European Focus Trust	FTSE Small Cap	155.00	329.8
AERS	Aquila European Renewables		85.25	328.1
MTW	Mattioli Woods	FTSE AIM	635.00	327.9
LWI	Lowland Investment Co	FTSE Small Cap	120.00	324.2
RWA	Robert Walters	FTSE Small Cap	432.00	323.4
OAP3	Octopus Apollo VCT 3		49.15	323.0
EAT	European Assets Trust NV	FTSE Small Cap	89.40	321.9
BIOG	Biotech Growth Trust	FTSE Small Cap	822.00	321.0
WIX	Wickes Group	FTSE Small Cap	123.60	320.9
IPEL	Impellam Group	FTSE AIM	712.50	320.8
HLCL	Helical	FTSE Small Cap	258.50	318.9
BOOT	Boot (Henry)	FTSE Small Cap	238.00	318.3
CTUK	Ct UK Capital And Income Investment Trust	FTSE Small Cap	299.50	318.0
CNIC	CentralNic Group	FTSE AIM	111.20	317.2
LOOK	Lookers	FTSE Small Cap	81.30	312.8
GENL	Genel Energy		111.60	311.8
CARD	Card Factory	FTSE Small Cap	90.80	311.1
TKO	Taseko Mines Ltd		107.50	310.0
VID	Videndum	FTSE 250	662.00	308.4
888	888 Holdings	FTSE Small Cap	69.10	308.4
ASLI	Abrdn European Logistics Income	FTSE Small Cap	74.80	308.3
SUS	S & U	FTSE Small Cap	2,520.00	306.2
WIN	Wincanton	FTSE Small Cap	243.50	303.3
BMK	Benchmark Holdings	FTSE AIM	41.00	303.1
ANII	abrdn New India Investment Trust	FTSE Small Cap	538.00	301.1
HOME	Home Reit		38.05	300.8
DIVI	Diverse Income Trust	FTSE Small Cap	84.20	299.6
AT.	Ashtead Technology Holdings	FTSE AIM	374.00	299.0
SST	Scottish Oriental Smaller Companies Trust	FTSE Small Cap	1,210.00	298.7
BRK	Brooks Macdonald Group	FTSE AIM	1,830.00	297.7
PRV	Porvair	FTSE Small Cap	642.00	297.6
GABI	GCP Asset Backed Income Fund Ltd	FTSE Small Cap	69.20	296.3
TUNE	Focusrite	FTSE AIM	500.00	296.1
ACSO	Accesso Technology Group	FTSE AIM	715.00	296.0
OCN	Ocean Wilson Holdings	FTSE Small Cap	830.00	293.5
CNE	Capricorn Energy	FTSE 250	198.00	291.3
IDOX	IDOX	FTSE AIM	64.20	291.2
AVCT	Avacta Group	FTSE AIM	105.60	290.8
BOOK	Literacy Capital		483.00	289.8
HNE	Henderson EuroTrust	FTSE Small Cap	136.25	288.7
TTG	TT Electronics	FTSE Small Cap	163.00	287.7
GHE	Gresham House	FTSE AIM	750.00	287.1
RECI	Real Estate Credit Investment PCC Ltd	FTSE Small Cap	124.75	286.1
ECOR	Ecora Resources		110.80	285.7
BIPS	Invesco Bond Income Plus Ltd	FTSE Small Cap	162.00	285.7
PAY	PayPoint	FTSE Small Cap	393.50	285.5
NCC	NCC Group	FTSE Small Cap	91.00	283.9
GKP	Gulf Keystone Petroleum Ltd		130.50	282.2
ENQ	EnQuest	FTSE Small Cap	14.94	281.8
RSE	Riverstone Energy Ltd	FTSE Small Cap	569.00	281.2
TRCS	Tracsis	FTSE AIM	935.00	279.9
FRP	FRP Advisory Group	FTSE AIM	111.00	276.8
TAM	Tatton Asset Management	FTSE AIM	461.00	276.8
DTY	Dignity		549.00	275.2
DFS	DFS Furniture	FTSE Small Cap	117.00	273.9
ABD	Aberdeen New Dawn Investment Trust	FTSE Small Cap	258.00	271.6
LOK	Lok'nStore Group	FTSE AIM	902.00	271.3
SJG	Schroder Japan Growth Fund	FTSE Small Cap	221.00	268.8
BGLP	Blackstone Loan Financing Ltd		60.50	267.9
RGL	Regional REIT Ltd	FTSE Small Cap	51.90	267.7
MER	Mears Group	FTSE Small Cap	241.00	267.6
LSL	LSL Property Services	FTSE Small Cap	256.00	266.2
IBT	International Biotechnology Trust	FTSE Small Cap	653.00	265.8
DOTD	Dotdigital Group	FTSE AIM	88.30	264.2
ADIG	abrdn Diversified Income & Growth	FTSE Small Cap	87.10	264.1
MTE	Montanaro European Smaller Companies Trust	FTSE Small Cap	138.80	262.9
NIOX	Niox Group	FTSE AIM	62.50	262.2
MNP	Martin Currie Global Portfolio Trust	FTSE Small Cap	351.00	261.1
VIC	Victorian Plumbing Group	FTSE AIM	80.20	260.8
LABS	Life Science Reit	FTSE Small Cap	74.20	259.7
AVON	Avon Protection	FTSE Small Cap	858.00	259.6
BRFI	Blackrock Frontiers Investment Trust	FTSE Small Cap	137.00	259.4
MGP	Medica Group	FTSE Small Cap	211.00	258.8
NRR	NewRiver REIT	FTSE Small Cap	83.30	258.6
PAF	Pan African Resources	FTSE AIM	13.24	253.7
HEIT	Harmony Energy Income Trust		111.50	253.2
VP.	Vp		630.00	253.0
THS	Tharisa		88.50	252.3
WIL	Wilmington		286.00	252.1
IPF	International Personal Finance	FTSE Small Cap	112.50	250.6
NCYF	CQS New City High Yield Fund Ltd	FTSE Small Cap	48.70	249.1
LTHM	Latham (James)	FTSE AIM	1,230.00	248.1
GLE	MJ Gleeson	FTSE Small Cap	425.00	248.0
PDG	Pendragon	FTSE Small Cap	17.72	247.5
BGUK	Baillie Gifford UK Growth Fund	FTSE Small Cap	164.00	246.9
ASY	Andrews Sykes Group	FTSE AIM	580.00	244.3
CGL	Castelnau Group Ltd		75.00	239.0
SEE	Seeing Machines Ltd	FTSE AIM	5.70	236.9
RCH	Reach	FTSE Small Cap	73.55	233.2
JUSC	JPMorgan US Smaller Companies IT	FTSE Small Cap	360.00	232.7
EGL	Ecofin Global Utilities And Infrustructure Trust	FTSE Small Cap	204.50	232.4
FJV	Fidelity Japan Trust	FTSE Small Cap	178.00	230.3
KETL	Strix Group	FTSE AIM	103.00	225.3
SOHO	Triple Point Social Housing REIT	FTSE Small Cap	55.50	223.5
ELIX	Elixirr International	FTSE AIM	481.00	222.2
SLP	Sylvania Platinum Ltd	FTSE AIM	83.00	221.3
HHI	Henderson High Income Trust	FTSE Small Cap	170.00	220.7
IQE	IQE	FTSE AIM	22.85	219.6
FDEV	Frontier Developments	FTSE AIM	557.00	219.6
CLIG	City of London Investment Group	FTSE Small Cap	431.50	218.7
CCJI	CC Japan Income & Growth Trust	FTSE Small Cap	162.25	218.6
DWF	DWF Group Ltd	FTSE Small Cap	63.80	218.1
IAT	Invesco Asia Trust	FTSE Small Cap	325.00	217.3
GTLY	Gateley (Holdings)	FTSE AIM	171.50	217.1
HOTC	Hotel Chocolat Group Ltd	FTSE AIM	157.50	216.6
I3E	i3 Energy	FTSE AIM	18.00	216.3
STS	Securities Trust of Scotland	FTSE Small Cap	217.00	216.0
JCGI	JPMorgan China Growth & Income	FTSE Small Cap	259.00	215.5
VTU	Vertu Motors	FTSE AIM	61.90	214.6
RTWG	RTW Venture Fund Ltd		100.50	213.5
SREI	Schroder Real Estate Investment Trust Ltd	FTSE Small Cap	43.60	213.3
CBP	Curtis Banks Group	FTSE AIM	318.00	212.7
AIE	Ashoka India Equity Investment Trust	FTSE Small Cap	188.75	212.6
FNX	Fonix Mobile	FTSE AIM	212.50	212.0
MARS	Marston's	FTSE Small Cap	32.00	211.3
VSL	VPC Specialty Lending Investments	FTSE Small Cap	75.60	210.4
JSE	Jadestone Energy Inc	FTSE AIM	47.10	210.4
MCON	Mincon Group	FTSE AIM	90.75	210.3
FSTA	Fuller Smith & Turner	FTSE Small Cap	538.00	208.9
JMI	JPMorgan Smaller Companies Investment Trust	FTSE Small Cap	267.50	208.8
SAA	M&C Saatchi	FTSE AIM	170.50	208.4
LBG	LBG Media	FTSE AIM	100.50	207.5
SUR	Sureserve Group	FTSE AIM	124.25	206.5
LTI	Lindsell Train Investment Trust	FTSE Small Cap	103,000.00	206.0
SCF	Schroder Income Growth Fund	FTSE Small Cap	296.00	205.6
FNTL	Fintel	FTSE AIM	197.50	204.7
BMD	Baronsmead Second Venture Trust		59.00	203.9
LUCE	Luceco	FTSE Small Cap	126.60	203.6
CHRT	Cohort	FTSE AIM	490.50	203.4
JARA	JPMorgan Global Core Real Assets Ltd	FTSE Small Cap	92.20	202.3
ACIC	Abrdn China Investment Company Ltd	FTSE Small Cap	462.50	201.8
CMCL	Caledonia Mining Corp	FTSE AIM	1,040.00	201.1
RCN	Redcentric	FTSE AIM	127.25	198.8
PEMB	Pembroke VCT B		109.50	198.2
SFR	Severfield	FTSE Small Cap	63.80	197.5
JLP	Jubilee Metals Group	FTSE AIM	7.20	197.1
LGRS	Loungers	FTSE AIM	190.00	197.0
W7L	Warpaint London	FTSE AIM	255.00	195.7
DORE	Downing Renewables & Infrastructure Trust	FTSE Small Cap	105.50	194.8
BVT	Baronsmead Venture Trust		55.50	194.8
BVXP	Bioventix	FTSE AIM	3,725.00	194.4
JMF	JPMorgan Mid Cap Investment Trust	FTSE Small Cap	890.00	193.5
ALL	Atlantic Lithium Ltd	FTSE AIM	31.60	192.5
KIST	Kistos Holdings	FTSE AIM	232.00	192.2
HEAD	Headlam Group	FTSE Small Cap	238.00	191.9
API	Abrdn Property Income Trust Ltd	FTSE Small Cap	50.20	191.4
RQIH	R&Q Insurance Holdings Ltd	FTSE AIM	51.00	191.0
GFRD	Galliford Try Holdings	FTSE Small Cap	177.00	190.9
BEG	Begbies Traynor Group	FTSE AIM	123.00	190.5
APTD	Aptitude Software Group	FTSE Small Cap	330.00	189.2
FCH	Funding Circle Holdings	FTSE Small Cap	52.20	188.6
TEG	Ten Entertainment Group	FTSE Small Cap	275.00	188.4
BSV	British Smaller Companies VCT		78.00	188.2
BRCK	Brickability Group	FTSE AIM	62.50	187.7
KITW	Kitwave Group	FTSE AIM	268.00	187.6
NET	Netcall	FTSE AIM	116.50	186.7
PSDL	Phoenix Spree Deutschland Ltd	FTSE Small Cap	203.00	186.5
SOM	Somero Enterprises Inc	FTSE AIM	332.50	185.6
FSJ	Fisher (James) & Sons	FTSE Small Cap	368.00	185.5
TIGT	Troy Income & Growth Trust	FTSE Small Cap	71.40	185.4
SCP	Schroder UK Mid Cap Fund	FTSE Small Cap	536.00	185.4
GEM	Gemfields Group Ltd	FTSE AIM	14.75	184.4
MNL	Manchester & London Investment Trust	FTSE Small Cap	457.00	184.0
SAG	Science Group	FTSE AIM	405.00	183.1
OIT	Odyssean Investment Trust	FTSE Small Cap	162.00	183.0
CTPT	Ct Property Trust Ltd	FTSE Small Cap	78.40	182.0
HAT	H&T Group	FTSE AIM	412.00	180.7
EQLS	Equals Group	FTSE AIM	99.00	180.0
CAPD	Capital Ltd	FTSE Small Cap	94.00	179.4
FTV	Foresight VCT		80.50	179.2
FSF	Foresight Sustainable Forestry Company	FTSE Small Cap	104.00	178.9
NEOA	New Energy One Acquisition Corporation		1,020.00	178.5
ZTF	Zotefoams	FTSE Small Cap	365.00	177.5
WJG	Watkin Jones	FTSE AIM	69.10	177.2
MTRO	Metro Bank Holdings	FTSE Small Cap	102.00	176.0
FARN	Faron Pharmaceuticals OY	FTSE AIM	275.00	174.6
AJOT	AVI Japan Opportunity Trust	FTSE Small Cap	124.00	174.0
AUGM	Augmentum Fintech	FTSE Small Cap	98.85	174.0
SMIF	TwentyFour Select Monthly Income Fund Ltd	FTSE Small Cap	71.30	173.8
MTU	Montanaro UK Smaller Companies Inv Tr	FTSE Small Cap	103.25	172.8
IOM	Iomart Group	FTSE AIM	154.80	171.2
MACF	Macfarlane Group	FTSE Small Cap	108.00	171.0
JSGI	Jpmorgan Japan Small Cap Growth & Income	FTSE Small Cap	313.00	170.6
GTE	Gran Tierra Energy Inc		460.00	169.7
GYM	The Gym Group	FTSE Small Cap	95.00	169.4
OTB	On The Beach Group	FTSE Small Cap	101.60	169.3
REC	Record	FTSE Small Cap	84.20	167.6
AMAT	Amati AIM VCT		110.50	167.1
TSTL	Tristel	FTSE AIM	353.00	166.8
GFM	Griffin Mining Ltd	FTSE AIM	86.40	166.6
OIG	Oryx International Growth Fund Ltd	FTSE Small Cap	1,190.00	166.6
CGS	Castings		380.00	165.5
HHV	Hargreave Hale AIM VCT 1		50.00	165.4
BGO	Bango	FTSE AIM	214.00	164.2
NAVF	Nippon Active Value Fund		145.00	164.1
EYE	Eagle Eye	FTSE AIM	557.50	163.1
SRAD	Stelrad Group		127.00	161.7
PANR	Pantheon Resources	FTSE AIM	18.27	161.4
GR1T	Grit Real Estate Income Group Ltd		32.50	160.8
PEBB	The Pebble Group	FTSE AIM	96.00	160.8
SAGA	Saga	FTSE Small Cap	114.40	160.5
AXS	Accsys Technologies	FTSE AIM	73.00	160.1
FINS	Financials Acquisition Corp		1,035.00	159.9
VTAS	Volta Finance Ltd		437.00	159.9
SEC	Strategic Equity Capital	FTSE Small Cap	315.00	159.4
IQG	IQGEO Group	FTSE AIM	258.00	158.8
CHAR	Chariot Oil & Gas Ltd	FTSE AIM	16.36	157.7
BERI	BlackRock Energy and Resources Income Trust	FTSE Small Cap	116.00	157.3
TMO	Time Out Group	FTSE AIM	46.50	157.0
ARR	Aurora Investment Trust	FTSE Small Cap	205.00	156.0
SDY	Speedy Hire	FTSE Small Cap	33.60	155.2
HUR	Hurricane Energy	FTSE AIM	7.78	155.0
AEWU	AEW UK REIT	FTSE Small Cap	97.40	154.3
DX.	DX Group	FTSE AIM	25.50	154.2
NXR	Norcros	FTSE Small Cap	172.25	153.8
PGOO	ProVen Growth & Income VCT		51.50	153.7
MUL	Mulberry Group	FTSE AIM	255.00	153.2
PVN	ProVen VCT		61.50	152.3
PPS	Proton Motor Power Systems	FTSE AIM	9.75	151.5
CHH	Churchill China	FTSE AIM	1,375.00	151.2
AEI	Abrdn Equity Income Trust	FTSE Small Cap	316.00	149.7
PPHC	Public Policy Holding Company Inc	FTSE AIM	133.50	149.5
PBEE	Pensionbee Group		66.80	149.0
NMT	Neometals Ltd	FTSE AIM	29.00	147.6
TRR	Trident Royalties	FTSE AIM	50.50	147.1
INS	Instem Life Science Systems	FTSE AIM	640.00	146.4
BRSA	BlackRock Sustainable American Income Trust	FTSE Small Cap	182.00	146.0
IPU	Invesco Perpetual UK Smaller Companies Investment Trust	FTSE Small Cap	429.00	145.1
SAAS	Microlise Group	FTSE AIM	122.50	142.0
COST	Costain Group	FTSE Small Cap	51.60	141.9
CASP	Caspian Sunrise	FTSE AIM	6.30	141.8
BASC	Brown Advisory US Smaller Companies	FTSE Small Cap	1,185.00	141.6
PMI	Premier Miton Group	FTSE AIM	89.50	141.3
ARBB	Arbuthnot Banking Group	FTSE AIM	942.50	141.1
PGHZ	PCGH ZDP		115.50	140.1
KEYS	Keystone Law Group	FTSE AIM	446.50	140.1
HSW	Hostelworld Group	FTSE Small Cap	118.00	139.9
SDI	SDI Group	FTSE AIM	134.00	139.4
TXP	Touchstone Exploration Inc	FTSE AIM	58.50	138.5
XAR	Xaar	FTSE Small Cap	176.50	138.5
GHH	Gooch & Housego	FTSE AIM	550.00	137.8
IGR	IG Design Group	FTSE AIM	139.50	136.7
ARIX	Arix Bioscience		105.50	136.3
CARR	Carr's Group		144.75	136.1
ASIT	Aberforth Split Level Income Trust	FTSE Small Cap	71.40	135.8
CAM	Camellia	FTSE AIM	4,890.00	135.1
FTF	Foresight Enterprise VCT		60.50	133.6
MMIT	Mobius Investment Trust	FTSE Small Cap	124.00	133.5
BGCG	Baillie Gifford China Growth Trust	FTSE Small Cap	213.50	132.4
AVG	Avingtrans	FTSE AIM	410.00	132.2
RESI	Residential Secure Income	FTSE Small Cap	71.40	132.2
EPIC	Ediston Property Investment Co	FTSE Small Cap	62.40	131.9
HUW	Helios Underwriting	FTSE AIM	170.00	131.4
SNWS	Smiths News	FTSE Fledgling	53.00	131.3
INOV	Schroders Capital Global Innovation Trust	FTSE Small Cap	14.48	130.7
PREM	Premier African Minerals Ltd	FTSE AIM	0.57	130.2
KPC	Keystone Positive Change Investment Trust	FTSE Small Cap	210.00	129.8
MGCI	M&G Credit Income Investment Trust	FTSE Small Cap	91.00	129.4
IGC	India Capital Growth Fund Ltd	FTSE Fledgling	134.00	129.3
BWNG	Brown (N) Group	FTSE AIM	28.00	128.9
ZOO	Zoo Digital Group	FTSE AIM	131.50	128.6
ECEL	Eurocell		114.50	128.3
PEEL	Peel Hunt Ltd	FTSE AIM	104.50	128.3
NWF	NWF Group	FTSE AIM	259.50	128.2
EKF	EKF Diagnostics Holdings	FTSE AIM	28.25	128.2
AGFX	Argentex Group	FTSE AIM	113.00	127.9
GHT	Gresham Technologies		153.00	127.7
SLE	San Leon Energy	FTSE AIM	28.25	127.1
DEVO	Devolver Digital Inc	FTSE AIM	28.50	126.8
PDL	Petra Diamonds Ltd	FTSE Small Cap	65.20	126.6
ROOF	Atrato Onsite Energy	FTSE Small Cap	84.40	126.6
DUKE	Duke Royalty Ltd	FTSE AIM	30.25	126.3
JZCP	JZ Capital Partners Ltd	FTSE Small Cap	162.50	125.9
SOLI	Solid State	FTSE AIM	1,110.00	125.7
AFC	AFC Energy	FTSE AIM	16.86	125.7
HSP	Hargreaves Services	FTSE AIM	386.00	125.6
CVCG	CVC Income & Growth Ltd	FTSE Small Cap	96.70	125.2
GPH	Global Ports Holding		199.00	125.0
BPM	BP Marsh & Partners	FTSE AIM	334.00	124.9
WKOF	Weiss Korea Opportunity Fund Ltd	FTSE AIM	180.00	124.7
BSC	British Smaller Companies VCT 2		54.50	124.6
HMA1	Hiro Metaverse Acquisitions I SA		1,050.00	124.4
BLTG	Blancco Technology Group	FTSE AIM	163.50	123.8
HDIV	Henderson Diversified Income Trust	FTSE Small Cap	67.70	123.3
AATG	Albion Technology & General VCT		74.00	123.0
SUP	Supreme	FTSE AIM	104.00	122.0
FUM	Futura Medical	FTSE AIM	41.50	121.4
FIF	Finsbury Food Group	FTSE AIM	93.00	121.3
QTX	Quartix Holdings	FTSE AIM	250.00	121.0
CYN	CQS Natural Resources Growth & Income	FTSE Small Cap	180.25	120.6
CCP	Celtic	FTSE AIM	127.50	120.6
AAZ	Anglo Asian Mining	FTSE AIM	105.50	120.5
UTL	UIL Ltd		143.50	120.3
OMG	Oxford Metrics	FTSE AIM	92.00	119.8
SHG	Shanta Gold Ltd	FTSE AIM	11.38	119.7
STB	Secure Trust Bank	FTSE Small Cap	634.00	118.5
MERC	Mercia Asset Management	FTSE AIM	26.50	118.3
KOD	Kodal Minerals	FTSE AIM	0.69	117.5
SCLP	Scancell Holdings	FTSE AIM	14.25	116.6
RIII	Rights and Issues Inv Trust		1,935.00	116.3
SPEC	Inspecs Group	FTSE AIM	114.00	115.9
MOTR	Motorpoint Group	FTSE Small Cap	128.50	115.9
STVG	STV Group	FTSE Small Cap	247.50	115.6
MVCT	Molten Ventures VCT		47.40	115.4
INSE	Inspired Energy	FTSE AIM	11.75	115.0
MCT	Middlefield Canadian Income Trusts Investment Company PCC		107.75	114.7
UPGS	UP Global Sourcing Holdings	FTSE Small Cap	128.00	114.3
AADV	Albion Development VCT		88.50	114.3
IGV	Income and Growth VCT		73.50	114.1
FOXT	Foxtons Group	FTSE Small Cap	37.40	113.5
PU13	Puma VCT 13		127.50	113.5
KCT	Kin and Carta	FTSE Small Cap	63.60	113.2
AAEV	Albion Enterprise VCT		120.50	113.1
NXQ	Nexteq	FTSE AIM	169.00	112.4
SERE	Schroder European Real Estate Investment Trust Ltd	FTSE Small Cap	83.80	112.1
LORD	Lords Group Trading	FTSE AIM	67.50	111.7
AQX	Aquis Exchange	FTSE AIM	406.00	111.7
BRLA	BlackRock Latin American Investment Trust	FTSE Small Cap	378.00	111.3
ACRL	Accrol Group Holdings	FTSE AIM	34.90	111.3
LINV	Lendinvest	FTSE AIM	79.00	110.3
ADVT	AdvancedAdvT Ltd		82.50	109.9
BKY	Berkeley Energia Ltd		24.50	109.2
SRT	SRT Marine Systems	FTSE AIM	60.00	108.9
THX	Thor Explorations Ltd	FTSE AIM	17.75	108.2
GRX	Greenx Metals Ltd		42.50	107.8
ANCR	Animalcare Group	FTSE AIM	177.00	106.4
BSE	Base Resources Ltd	FTSE AIM	9.45	105.9
PODP	Pod Point Group Holdings		68.70	105.8
MAJE	Majedie Investments	FTSE Small Cap	199.50	105.7
HUM	Hummingbird Resources	FTSE AIM	17.50	105.3
ANIC	Agronomics Ltd	FTSE AIM	10.60	105.3
TPT	Topps Tiles	FTSE Small Cap	53.50	105.2
HVO	Hvivo	FTSE AIM	15.50	105.2
BVC	BATM Advanced Communications Ltd		24.00	104.6
FOG	Falcon Oil & Gas Ltd	FTSE AIM	9.50	104.6
NTN	Northern 3 VCT		84.50	104.4
SVML	Sovereign Metals Ltd	FTSE AIM	22.50	103.5
ATS	Artemis Alpha Trust	FTSE Small Cap	314.00	103.2
SPR	Springfield Properties	FTSE AIM	87.00	103.1
PCA	Palace Capital	FTSE Small Cap	233.00	102.2
ETX	e-Therapeutics	FTSE AIM	17.53	102.2
CPC	City Pub Group	FTSE AIM	97.30	101.9
NTV	Northern 2 VCT		54.50	101.5
KAY	Kings Arms Yard VCT		20.30	100.8
SHOE	Shoe Zone	FTSE AIM	212.50	100.4
ECK	Eckoh	FTSE AIM	34.50	100.3
CAL	Capital & Regional	FTSE Small Cap	58.80	99.5
HSS	HSS Hire Group	FTSE AIM	14.10	99.4
TRI	Trifast	FTSE Small Cap	73.00	99.4
TPFG	Property Franchise Group	FTSE AIM	307.50	98.5
CHI+CHIB	Ct UK High Income Trust	FTSE Fledgling	82.50	98.0
EPWN	Epwin Group	FTSE AIM	67.50	97.8
ACC	Access Intelligence	FTSE AIM	76.50	97.7
PHAR	Pharos Energy	FTSE Small Cap	22.60	97.6
NBMI	NB Global Monthly Income Fund Ltd	FTSE Small Cap	73.25	97.0
WYN	Wynnstay Group	FTSE AIM	430.00	97.0
ENW	Enwell Energy	FTSE AIM	30.20	96.8
MANO	Manolete Partners	FTSE AIM	219.00	95.8
TBLD	tinyBuild Inc	FTSE AIM	47.00	95.8
WATR	Water Intelligence	FTSE AIM	445.00	95.8
AMRQ	Amaroq Minerals Ltd	FTSE AIM	40.00	95.6
CLX	Calnex Solutions	FTSE AIM	109.00	95.4
GOT	Global Opportunities Trust	FTSE Small Cap	324.00	94.7
BMS	Braemar	FTSE Fledgling	285.00	93.8
REDX	Redx Pharma Ltd	FTSE AIM	28.00	93.8
MIX	Mobeus Income & Growth VCT		55.50	93.6
NVT	Northern Venture Trust		56.50	93.3
SSIT	Seraphim Space Investment Trust	FTSE Small Cap	38.70	92.6
HAN+HANA	Hansa Investment Company Ltd		166.00 / 163.00	92.5
TV1	Thames Ventures Vct 1		51.50	92.4
ATM	Andrada Mining Ltd	FTSE AIM	6.00	92.3
ANX	Anexo Group	FTSE AIM	78.00	92.0
CEL	Celadon Pharmaceuticals	FTSE AIM	172.50	92.0
MRK	Marks Electrical Group	FTSE AIM	87.00	91.3
RMII	RM Infrastructure Income	FTSE Fledgling	76.50	90.0
PYX	Pyx Resources Ltd		20.13	89.9
FTSE Small Cap entry level = 89.9			
VIP	Value & Indexed Property Income Trust	FTSE Small Cap	207.50	89.3
FEN	Frenkel Topping Group	FTSE AIM	70.00	89.2
FUL	The Fulham Shore	FTSE AIM	14.00	88.9
AVAP	Avation		126.00	88.5
SDG	Sanderson Design Group	FTSE AIM	123.50	88.3
MBH	Michelmersh Brick Holdings	FTSE AIM	92.50	88.0
GMR	Gaming Realms	FTSE AIM	30.10	87.9
SCE	Surface Transforms	FTSE AIM	36.00	87.0
LIT	Litigation Capital Management Ltd	FTSE AIM	72.80	86.8
CREO	Creo Medical Group	FTSE AIM	24.60	86.3
ASAI	ASA International Group	FTSE Fledgling	86.00	86.0
NSI	New Star Investment Trust	FTSE Fledgling	120.00	85.2
88E	88 Energy Ltd	FTSE AIM	0.43	85.0
MAV4	Maven Income & Growth VCT4		63.00	84.6
CRWN	Crown Place VCT		31.50	84.6
OSEC	Octopus AIM VCT 2		51.50	84.1
CRPR	Cropper (James)	FTSE AIM	880.00	84.1
TRB	Tribal Group	FTSE AIM	38.95	82.7
HGEN	Hydrogenone Capital Growth	FTSE Fledgling	64.10	82.6
RKH	Rockhopper Exploration	FTSE AIM	14.05	82.5
LDG	Logistics Development Group	FTSE AIM	14.85	82.4
RENX	Renalytix AI	FTSE AIM	87.50	82.1
